Id,Category,Name,Method,MethodArgument,RegistryPath,RegistryItem,RegistryPathIntune,RegistryPathDCP,RegistryItemIntune,ClassName,Namespace,Property,DefaultValue,DefaultValueIntune
967,"Office 2016 / Office 365","Microsoft Access: VBA Macro Notification Settings (Policy)",Registry,,HKCU:\software\policies\microsoft\office\16.0\access\security,vbawarnings,,,,,,,2,
1868,"Office 2016 / Office 365","Microsoft Access: VBA Macro Notification Settings (Policy) - Block certificates from trusted publishers that are only installed in the current user certificate store",Registry,,HKCU:\software\policies\microsoft\office\16.0\access\security,vbarequirelmtrustedpublisher,,,,,,,,
1869,"Office 2016 / Office 365","Microsoft Access: VBA Macro Notification Settings (Policy) - Require Extended Key Usage (EKU) for certificates from trusted publishers",Registry,,HKCU:\software\policies\microsoft\office\16.0\access\security,vbarequiredigsigwithcodesigningeku,,,,,,,,
1302,"Office 2016 / Office 365","Microsoft Access: VBA Macro Notification Settings (Policy) - Require macros to be signed by a trusted publisher",Registry,,HKCU:\software\policies\microsoft\office\16.0\access\security,vbadigsigtrustedpublishers,,,,,,,,
311,"Office 2016 / Office 365","Microsoft Excel: Allow DDE",Registry,,"HKCU:\software\policies\microsoft\office\16.0\excel\security\external content",disableddeserverlaunch,,,,,,,0,
999,"Office 2016 / Office 365","Microsoft Excel: Allow Trusted Locations on the network",Registry,,"HKCU:\software\policies\microsoft\office\16.0\excel\security\trusted locations",allownetworklocations,,,,,,,,
993,"Office 2016 / Office 365","Microsoft Excel: Always open untrusted database files in Protected View",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security\protectedview,enabledatabasefileprotectedview,,,,,,,,
309,"Office 2016 / Office 365","Microsoft Excel: Always prevent untrusted Microsoft Query files from opening",Registry,,"HKCU:\software\policies\microsoft\office\16.0\excel\security\external content",enableblockunsecurequeryfiles,,,,,,,0,
970,"Office 2016 / Office 365","Microsoft Excel: Ask to update automatic links",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\options\binaryoptions,fupdateext_78_1,,,,,,,,
1779,"Office 2016 / Office 365","Microsoft Excel: Block Excel XLL Add-ins that come from an untrusted source",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security,blockxllfrominternet,,,,,,,,
315,"Office 2016 / Office 365","Microsoft Excel: Block macros from running in Office files from the Internet",Registry,,HKCU:\Software\Policies\Microsoft\Office\16.0\Excel\Security,blockcontentexecutionfrominternet,,,,,,,0,
972,"Office 2016 / Office 365","Microsoft Excel: Disable AutoRepublish",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\options,disableautorepublish,,,,,,,,
978,"Office 2016 / Office 365","Microsoft Excel: Disable Trust Bar Notification for unsigned application add-ins and block them",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security,notbpromptunsignedaddin,,,,,,,,
994,"Office 2016 / Office 365","Microsoft Excel: Do not open files from the Internet zone in Protected View",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security\protectedview,disableinternetfilesinpv,,,,,,,,
995,"Office 2016 / Office 365","Microsoft Excel: Do not open files in unsafe locations in Protected View",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security\protectedview,disableunsafelocationsinpv,,,,,,,,
973,"Office 2016 / Office 365","Microsoft Excel: Do not show AutoRepublish warning alert",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\options,disableautorepublishwarning,,,,,,,,
969,"Office 2016 / Office 365","Microsoft Excel: Do not show data extraction options when opening corrupt workbooks",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\options,extractdatadisableui,,,,,,,,
310,"Office 2016 / Office 365","Microsoft Excel: Don't update links",Registry,,HKCU:\Software\Microsoft\Office\16.0\Excel\Options,DontUpdateLinks,,,,,,,0,
313,"Office 2016 / Office 365","Microsoft Excel: Don’t allow Dynamic Data Exchange (DDE) server launch in Excel",Registry,,"HKCU:\software\policies\microsoft\office\16.0\excel\security\external content",disableddeserverlaunch,,,,,,,0,
312,"Office 2016 / Office 365","Microsoft Excel: Don’t allow Dynamic Data Exchange (DDE) server lookup in Excel",Registry,,"HKCU:\software\policies\microsoft\office\16.0\excel\security\external content",disableddeserverlookup,,,,,,,0,
1689,"Office 2016 / Office 365","Microsoft Excel: Don’t allow Dynamic Data Exchange (DDEAllowed)",Registry,,HKCU:\Software\Microsoft\Office\16.0\Excel\Options,DDEAllowed,,,,,,,1,
314,"Office 2016 / Office 365","Microsoft Excel: Don’t allow Dynamic Data Exchange (DDECleaned)",Registry,,HKCU:\Software\Microsoft\Office\16.0\Excel\Options,DDECleaned,,,,,,,0,
980,"Office 2016 / Office 365","Microsoft Excel: File Block Settings: Dif and Sylk files",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security\fileblock,difandsylkfiles,,,,,,,,
981,"Office 2016 / Office 365","Microsoft Excel: File Block Settings: Excel 2 macrosheets and add-in files",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security\fileblock,xl2macros,,,,,,,,
982,"Office 2016 / Office 365","Microsoft Excel: File Block Settings: Excel 2 worksheets",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security\fileblock,xl2worksheets,,,,,,,,
983,"Office 2016 / Office 365","Microsoft Excel: File Block Settings: Excel 3 macrosheets and add-in files",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security\fileblock,xl3macros,,,,,,,,
984,"Office 2016 / Office 365","Microsoft Excel: File Block Settings: Excel 3 worksheets",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security\fileblock,xl3worksheets,,,,,,,,
985,"Office 2016 / Office 365","Microsoft Excel: File Block Settings: Excel 4 macrosheets and add-in files",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security\fileblock,xl4macros,,,,,,,,
986,"Office 2016 / Office 365","Microsoft Excel: File Block Settings: Excel 4 workbooks",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security\fileblock,xl4workbooks,,,,,,,,
987,"Office 2016 / Office 365","Microsoft Excel: File Block Settings: Excel 4 worksheets",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security\fileblock,xl4worksheets,,,,,,,,
988,"Office 2016 / Office 365","Microsoft Excel: File Block Settings: Excel 95 workbooks",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security\fileblock,xl95workbooks,,,,,,,,
989,"Office 2016 / Office 365","Microsoft Excel: File Block Settings: Excel 95-97 workbooks and templates",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security\fileblock,xl9597workbooksandtemplates,,,,,,,,
990,"Office 2016 / Office 365","Microsoft Excel: File Block Settings: Excel 97-2003 workbooks and templates",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security\fileblock,xl97workbooksandtemplates,,,,,,,,
991,"Office 2016 / Office 365","Microsoft Excel: File Block Settings: Set default file block behavior",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security\fileblock,openinprotectedview,,,,,,,,
992,"Office 2016 / Office 365","Microsoft Excel: File Block Settings: Web pages and Excel 2003 XML spreadsheets",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security\fileblock,htmlandxmlssfiles,,,,,,,,
979,"Office 2016 / Office 365","Microsoft Excel: File Block Settings: dBase III / IV files",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security\fileblock,dbasefiles,,,,,,,,
974,"Office 2016 / Office 365","Microsoft Excel: Force file extension to match file type",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security,extensionhardening,,,,,,,,
971,"Office 2016 / Office 365","Microsoft Excel: Load pictures from Web pages not created in Excel",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\internet,donotloadpictures,,,,,,,,
1660,"Office 2016 / Office 365","Microsoft Excel: Prevent Excel from running XLM macros",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security,xl4macrooff,,,,,,,,
1783,"Office 2016 / Office 365","Microsoft Excel: Python Notification Settings",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security,PythonFunctionWarnings,,,,,,,,
1297,"Office 2016 / Office 365","Microsoft Excel: Require that application add-ins are signed by Trusted Publisher",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security,requireaddinsig,,,,,,,,
975,"Office 2016 / Office 365","Microsoft Excel: Scan encrypted macros in Excel Open XML workbooks",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security,excelbypassencryptedmacroscan,,,,,,,,
997,"Office 2016 / Office 365","Microsoft Excel: Set document behavior if file validation fails (Allow edit in Protected View)",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security\filevalidation,openinprotectedview,,,,,,,,
996,"Office 2016 / Office 365","Microsoft Excel: Set document behavior if file validation fails (Open in Protected View)",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security\filevalidation,disableeditfrompv,,,,,,,,
998,"Office 2016 / Office 365","Microsoft Excel: Turn off Protected View for attachments opened from Outlook",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security\protectedview,disableattachmentsinpv,,,,,,,,
976,"Office 2016 / Office 365","Microsoft Excel: Turn off file validation",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security\filevalidation,enableonload,,,,,,,,
316,"Office 2016 / Office 365","Microsoft Excel: VBA Macro Notification Settings",Registry,,HKCU:\Software\Microsoft\Office\16.0\Excel\Security,vbawarnings,,,,,,,2,
317,"Office 2016 / Office 365","Microsoft Excel: VBA Macro Notification Settings (Policy)",Registry,,HKCU:\Software\Policies\Microsoft\Office\16.0\Excel\Security,vbawarnings,,,,,,,2,
1870,"Office 2016 / Office 365","Microsoft Excel: VBA Macro Notification Settings (Policy) - Block certificates from trusted publishers that are only installed in the current user certificate store",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security,vbarequirelmtrustedpublisher,,,,,,,,
1880,"Office 2016 / Office 365","Microsoft Excel: VBA Macro Notification Settings (Policy) - Enable Excel 4.0 macros when VBA macros are enabled",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security,xl4macrowarningfollowvba,,,,,,,,
1871,"Office 2016 / Office 365","Microsoft Excel: VBA Macro Notification Settings (Policy) - Require Extended Key Usage (EKU) for certificates from trusted publishers",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security,vbarequiredigsigwithcodesigningeku,,,,,,,,
1299,"Office 2016 / Office 365","Microsoft Excel: VBA Macro Notification Settings (Policy) - Require macros to be signed by a trusted publisher",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security,vbadigsigtrustedpublishers,,,,,,,,
977,"Office 2016 / Office 365","Microsoft Excel: WEBSERVICE Function Notification Settings",Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security,webservicefunctionwarnings,,,,,,,,
318,"Office 2016 / Office 365","Microsoft OneNote: Disable embedded files",Registry,,HKCU:\Software\Microsoft\Office\16.0\OneNote\Options,DisableEmbeddedFiles,,,,,,,0,
1025,"Office 2016 / Office 365","Microsoft Outlook: Allow Active X One Off Forms",Registry,,HKCU:\software\policies\microsoft\office\16.0\outlook\security,allowactivexoneoffforms,,,,,,,,
1045,"Office 2016 / Office 365","Microsoft Outlook: Allow hyperlinks in suspected phishing e-mail messages",Registry,,HKCU:\software\policies\microsoft\office\16.0\outlook\options\mail,junkmailenablelinks,,,,,,,,
1037,"Office 2016 / Office 365","Microsoft Outlook: Allow scripts in one-off Outlook forms",Registry,,HKCU:\software\policies\microsoft\office\16.0\outlook\security,enableoneoffformscripts,,,,,,,,
1033,"Office 2016 / Office 365","Microsoft Outlook: Allow users to demote attachments to Level 2",Registry,,HKCU:\software\policies\microsoft\office\16.0\outlook\security,allowuserstolowerattachments,,,,,,,,
1019,"Office 2016 / Office 365","Microsoft Outlook: Authentication with Exchange Server",Registry,,HKCU:\software\policies\microsoft\office\16.0\outlook\security,authenticationservice,,,,,,,,
1039,"Office 2016 / Office 365","Microsoft Outlook: Configure Outlook object model prompt when accessing an address book",Registry,,HKCU:\software\policies\microsoft\office\16.0\outlook\security,promptoomaddressbookaccess,,,,,,,,
1040,"Office 2016 / Office 365","Microsoft Outlook: Configure Outlook object model prompt when accessing the Formula property of a UserProperty object",Registry,,HKCU:\software\policies\microsoft\office\16.0\outlook\security,promptoomformulaaccess,,,,,,,,
1041,"Office 2016 / Office 365","Microsoft Outlook: Configure Outlook object model prompt when executing Save As",Registry,,HKCU:\software\policies\microsoft\office\16.0\outlook\security,promptoomsaveas,,,,,,,,
1042,"Office 2016 / Office 365","Microsoft Outlook: Configure Outlook object model prompt when reading address information",Registry,,HKCU:\software\policies\microsoft\office\16.0\outlook\security,promptoomaddressinformationaccess,,,,,,,,
1043,"Office 2016 / Office 365","Microsoft Outlook: Configure Outlook object model prompt when responding to meeting and task requests",Registry,,HKCU:\software\policies\microsoft\office\16.0\outlook\security,promptoommeetingtaskrequestresponse,,,,,,,,
1044,"Office 2016 / Office 365","Microsoft Outlook: Configure Outlook object model prompt when sending mail",Registry,,HKCU:\software\policies\microsoft\office\16.0\outlook\security,promptoomsend,,,,,,,,
1034,"Office 2016 / Office 365","Microsoft Outlook: Display Level 1 attachments",Registry,,HKCU:\software\policies\microsoft\office\16.0\outlook\security,showlevel1attach,,,,,,,,
1021,"Office 2016 / Office 365","Microsoft Outlook: Do not allow Outlook object model scripts to run for public folders",Registry,,HKCU:\software\policies\microsoft\office\16.0\outlook\security,publicfolderscript,,,,,,,,
1022,"Office 2016 / Office 365","Microsoft Outlook: Do not allow Outlook object model scripts to run for shared folders",Registry,,HKCU:\software\policies\microsoft\office\16.0\outlook\security,sharedfolderscript,,,,,,,,
1028,"Office 2016 / Office 365","Microsoft Outlook: Do not display 'Publish to GAL' button",Registry,,HKCU:\software\policies\microsoft\office\16.0\outlook\security,publishtogaldisabled,,,,,,,,
1020,"Office 2016 / Office 365","Microsoft Outlook: Enable RPC encryption",Registry,,HKCU:\software\policies\microsoft\office\16.0\outlook\rpc,enablerpcencryption,,,,,,,,
1027,"Office 2016 / Office 365","Microsoft Outlook: Include Internet in Safe Zones for Automatic Picture Download",Registry,,HKCU:\software\policies\microsoft\office\16.0\outlook\options\mail,internet,,,,,,,,
1024,"Office 2016 / Office 365","Microsoft Outlook: Junk E-mail protection level",Registry,,HKCU:\software\policies\microsoft\office\16.0\outlook\options\mail,junkmailprotection,,,,,,,,
1029,"Office 2016 / Office 365","Microsoft Outlook: Minimum encryption settings",Registry,,HKCU:\software\policies\microsoft\office\16.0\outlook\security,minenckey,,,,,,,,
1032,"Office 2016 / Office 365","Microsoft Outlook: Outlook Security Mode",Registry,,HKCU:\software\policies\microsoft\office\16.0\outlook\security,adminsecuritymode,,,,,,,,
1026,"Office 2016 / Office 365","Microsoft Outlook: Prevent users from customizing attachment security settings",Registry,,HKCU:\software\policies\microsoft\office\16.0\outlook,disallowattachmentcustomization,,,,,,,,
1035,"Office 2016 / Office 365","Microsoft Outlook: Remove file extensions blocked as Level 1",Registry,,HKCU:\software\policies\microsoft\office\16.0\outlook\security,fileextensionsremovelevel1,,,,,,,,
1036,"Office 2016 / Office 365","Microsoft Outlook: Remove file extensions blocked as Level 2",Registry,,HKCU:\software\policies\microsoft\office\16.0\outlook\security,fileextensionsremovelevel2,,,,,,,,
1031,"Office 2016 / Office 365","Microsoft Outlook: Retrieving CRLs (Certificate Revocation Lists)",Registry,,HKCU:\software\policies\microsoft\office\16.0\outlook\security,usecrlchasing,,,,,,,,
1046,"Office 2016 / Office 365","Microsoft Outlook: Security setting for macros",Registry,,HKCU:\software\policies\microsoft\office\16.0\outlook\security,level,,,,,,,,
1038,"Office 2016 / Office 365","Microsoft Outlook: Set Outlook object model custom actions execution prompt",Registry,,HKCU:\software\policies\microsoft\office\16.0\outlook\security,promptoomcustomaction,,,,,,,,
1030,"Office 2016 / Office 365","Microsoft Outlook: Signature Warning",Registry,,HKCU:\software\policies\microsoft\office\16.0\outlook\security,warnaboutinvalid,,,,,,,,
1023,"Office 2016 / Office 365","Microsoft Outlook: Use Unicode format when dragging e-mail message to file system",Registry,,HKCU:\software\policies\microsoft\office\16.0\outlook\options\general,msgformat,,,,,,,,
1058,"Office 2016 / Office 365","Microsoft PowerPoint: Allow Trusted Locations on the network",Registry,,"HKCU:\software\policies\microsoft\office\16.0\powerpoint\security\trusted locations",allownetworklocations,,,,,,,,
319,"Office 2016 / Office 365","Microsoft PowerPoint: Block macros from running in Office files from the Internet",Registry,,HKCU:\Software\Policies\Microsoft\Office\16.0\PowerPoint\Security,blockcontentexecutionfrominternet,,,,,,,0,
1050,"Office 2016 / Office 365","Microsoft PowerPoint: Disable Trust Bar Notification for unsigned application add-ins and block them",Registry,,HKCU:\software\policies\microsoft\office\16.0\powerpoint\security,notbpromptunsignedaddin,,,,,,,,
1053,"Office 2016 / Office 365","Microsoft PowerPoint: Do not open files from the Internet zone in Protected View",Registry,,HKCU:\software\policies\microsoft\office\16.0\powerpoint\security\protectedview,disableinternetfilesinpv,,,,,,,,
1054,"Office 2016 / Office 365","Microsoft PowerPoint: Do not open files in unsafe locations in Protected View",Registry,,HKCU:\software\policies\microsoft\office\16.0\powerpoint\security\protectedview,disableunsafelocationsinpv,,,,,,,,
1051,"Office 2016 / Office 365","Microsoft PowerPoint: PowerPoint 97-2003 presentations, shows, templates and add-in files",Registry,,HKCU:\software\policies\microsoft\office\16.0\powerpoint\security\fileblock,binaryfiles,,,,,,,,
1298,"Office 2016 / Office 365","Microsoft PowerPoint: Require that application add-ins are signed by Trusted Publisher",Registry,,HKCU:\software\policies\microsoft\office\16.0\powerpoint\security,requireaddinsig,,,,,,,,
1047,"Office 2016 / Office 365","Microsoft PowerPoint: Run Programs",Registry,,HKCU:\software\policies\microsoft\office\16.0\powerpoint\security,runprograms,,,,,,,,
1048,"Office 2016 / Office 365","Microsoft PowerPoint: Scan encrypted macros in PowerPoint Open XML presentations",Registry,,HKCU:\software\policies\microsoft\office\16.0\powerpoint\security,powerpointbypassencryptedmacroscan,,,,,,,,
1052,"Office 2016 / Office 365","Microsoft PowerPoint: Set default file block behavior",Registry,,HKCU:\software\policies\microsoft\office\16.0\powerpoint\security\fileblock,openinprotectedview,,,,,,,,
1056,"Office 2016 / Office 365","Microsoft PowerPoint: Set document behavior if file validation fails (Allow edit in Protected View)",Registry,,HKCU:\software\policies\microsoft\office\16.0\powerpoint\security\filevalidation,openinprotectedview,,,,,,,,
1055,"Office 2016 / Office 365","Microsoft PowerPoint: Set document behavior if file validation fails (Open in Protected View)",Registry,,HKCU:\software\policies\microsoft\office\16.0\powerpoint\security\filevalidation,disableeditfrompv,,,,,,,,
1057,"Office 2016 / Office 365","Microsoft PowerPoint: Turn off Protected View for attachments opened from Outlook",Registry,,HKCU:\software\policies\microsoft\office\16.0\powerpoint\security\protectedview,disableattachmentsinpv,,,,,,,,
1049,"Office 2016 / Office 365","Microsoft PowerPoint: Turn off file validation",Registry,,HKCU:\software\policies\microsoft\office\16.0\powerpoint\security\filevalidation,enableonload,,,,,,,,
320,"Office 2016 / Office 365","Microsoft PowerPoint: VBA Macro Notification Settings (Policy)",Registry,,HKCU:\Software\Policies\Microsoft\Office\16.0\PowerPoint\Security,vbawarnings,,,,,,,2,
1872,"Office 2016 / Office 365","Microsoft PowerPoint: VBA Macro Notification Settings (Policy) - Block certificates from trusted publishers that are only installed in the current user certificate store",Registry,,HKCU:\Software\Policies\Microsoft\Office\16.0\PowerPoint\Security,vbarequirelmtrustedpublisher,,,,,,,,
1873,"Office 2016 / Office 365","Microsoft PowerPoint: VBA Macro Notification Settings (Policy) - Require Extended Key Usage (EKU) for certificates from trusted publishers",Registry,,HKCU:\Software\Policies\Microsoft\Office\16.0\PowerPoint\Security,vbarequiredigsigwithcodesigningeku,,,,,,,,
1300,"Office 2016 / Office 365","Microsoft PowerPoint: VBA Macro Notification Settings (Policy) - Require macros to be signed by a trusted publisher",Registry,,HKCU:\Software\Policies\Microsoft\Office\16.0\PowerPoint\Security,vbadigsigtrustedpublishers,,,,,,,,
1059,"Office 2016 / Office 365","Microsoft Project: Allow Trusted Locations on the network",Registry,,"HKCU:\software\policies\microsoft\office\16.0\ms project\security\trusted locations",allownetworklocations,,,,,,,,
1881,"Office 2016 / Office 365","Microsoft Project: Block macros from running in Office files from the internet",Registry,,"HKCU:\software\policies\microsoft\office\16.0\ms project\security",blockcontentexecutionfrominternet,,,,,,,,
1060,"Office 2016 / Office 365","Microsoft Project: Disable Trust Bar Notification for unsigned application add-ins and block them",Registry,,"HKCU:\software\policies\microsoft\office\16.0\ms project\security",notbpromptunsignedaddin,,,,,,,,
1292,"Office 2016 / Office 365","Microsoft Project: Require that application add-ins are signed by Trusted Publisher",Registry,,"HKCU:\software\policies\microsoft\office\16.0\ms project\security",requireaddinsig,,,,,,,,
1061,"Office 2016 / Office 365","Microsoft Project: VBA Macro Notification Settings (Policy)",Registry,,"HKCU:\software\policies\microsoft\office\16.0\ms project\security",vbawarnings,,,,,,,2,
1303,"Office 2016 / Office 365","Microsoft Project: VBA Macro Notification Settings (Policy) - Require macros to be signed by a trusted publisher",Registry,,"HKCU:\software\policies\microsoft\office\16.0\ms project\security",vbadigsigtrustedpublishers,,,,,,,,
1781,"Office 2016 / Office 365","Microsoft Publisher: Block macros from running in Office files from the internet",Registry,,HKCU:\software\policies\microsoft\office\16.0\publisher\security,blockcontentexecutionfrominternet,,,,,,,,
1063,"Office 2016 / Office 365","Microsoft Publisher: Disable Trust Bar Notification for unsigned application add-ins",Registry,,HKCU:\software\policies\microsoft\office\16.0\publisher\security,notbpromptunsignedaddin,,,,,,,,
1062,"Office 2016 / Office 365","Microsoft Publisher: Publisher Automation Security Level",Registry,,HKCU:\software\policies\microsoft\office\common\security,automationsecuritypublisher,,,,,,,,
1293,"Office 2016 / Office 365","Microsoft Publisher: Require that application add-ins are signed by Trusted Publisher",Registry,,HKCU:\software\policies\microsoft\office\16.0\publisher\security,requireaddinsig,,,,,,,,
1064,"Office 2016 / Office 365","Microsoft Publisher: VBA Macro Notification Settings (Policy)",Registry,,HKCU:\software\policies\microsoft\office\16.0\publisher\security,vbawarnings,,,,,,,2,
1874,"Office 2016 / Office 365","Microsoft Publisher: VBA Macro Notification Settings (Policy) - Block certificates from trusted publishers that are only installed in the current user certificate store",Registry,,HKCU:\software\policies\microsoft\office\16.0\publisher\security,vbarequirelmtrustedpublisher,,,,,,,,
1875,"Office 2016 / Office 365","Microsoft Publisher: VBA Macro Notification Settings (Policy) - Require Extended Key Usage (EKU) for certificates from trusted publishers",Registry,,HKCU:\software\policies\microsoft\office\16.0\publisher\security,vbarequiredigsigwithcodesigningeku,,,,,,,,
1304,"Office 2016 / Office 365","Microsoft Publisher: VBA Macro Notification Settings (Policy) - Require macros to be signed by a trusted publisher",Registry,,HKCU:\software\policies\microsoft\office\16.0\publisher\security,vbadigsigtrustedpublishers,,,,,,,,
1065,"Office 2016 / Office 365","Microsoft Visio: Allow Trusted Locations on the network",Registry,,"HKCU:\software\policies\microsoft\office\16.0\visio\security\trusted locations",allownetworklocations,,,,,,,,
1066,"Office 2016 / Office 365","Microsoft Visio: Block macros from running in Office files from the Internet",Registry,,HKCU:\software\policies\microsoft\office\16.0\visio\security,blockcontentexecutionfrominternet,,,,,,,,
1067,"Office 2016 / Office 365","Microsoft Visio: Disable Trust Bar Notification for unsigned application add-ins and block them",Registry,,HKCU:\software\policies\microsoft\office\16.0\visio\security,notbpromptunsignedaddin,,,,,,,,
1069,"Office 2016 / Office 365","Microsoft Visio: File Block Settings: Visio 2000-2002 Binary Drawings, Templates and Stencils",Registry,,HKCU:\software\policies\microsoft\office\16.0\visio\security\fileblock,visio2000files,,,,,,,,
1070,"Office 2016 / Office 365","Microsoft Visio: File Block Settings: Visio 2003-2010 Binary Drawings, Templates and Stencils",Registry,,HKCU:\software\policies\microsoft\office\16.0\visio\security\fileblock,visio2003files,,,,,,,,
1071,"Office 2016 / Office 365","Microsoft Visio: File Block Settings: Visio 5.0 or earlier Binary Drawings, Templates and Stencils",Registry,,HKCU:\software\policies\microsoft\office\16.0\visio\security\fileblock,visio50andearlierfiles,,,,,,,,
1294,"Office 2016 / Office 365","Microsoft Visio: Require that application add-ins are signed by Trusted Publisher",Registry,,HKCU:\software\policies\microsoft\office\16.0\visio\security,requireaddinsig,,,,,,,,
1068,"Office 2016 / Office 365","Microsoft Visio: VBA Macro Notification Settings (Policy)",Registry,,HKCU:\software\policies\microsoft\office\16.0\visio\security,vbawarnings,,,,,,,2,
1876,"Office 2016 / Office 365","Microsoft Visio: VBA Macro Notification Settings (Policy) - Block certificates from trusted publishers that are only installed in the current user certificate store",Registry,,HKCU:\software\policies\microsoft\office\16.0\visio\security,vbarequirelmtrustedpublisher,,,,,,,,
1877,"Office 2016 / Office 365","Microsoft Visio: VBA Macro Notification Settings (Policy) - Require Extended Key Usage (EKU) for certificates from trusted publishers",Registry,,HKCU:\software\policies\microsoft\office\16.0\visio\security,vbarequiredigsigwithcodesigningeku,,,,,,,,
1305,"Office 2016 / Office 365","Microsoft Visio: VBA Macro Notification Settings (Policy) - Require macros to be signed by a trusted publisher",Registry,,HKCU:\software\policies\microsoft\office\16.0\visio\security,vbadigsigtrustedpublishers,,,,,,,,
322,"Office 2016 / Office 365","Microsoft Word (Mail): Don't update links",Registry,,HKCU:\Software\Microsoft\Office\16.0\Word\Options\WordMail,DontUpdateLinks,,,,,,,0,
1089,"Office 2016 / Office 365","Microsoft Word: Allow Trusted Locations on the network",Registry,,"HKCU:\software\policies\microsoft\office\16.0\word\security\trusted locations",allownetworklocations,,,,,,,,
323,"Office 2016 / Office 365","Microsoft Word: Block macros from running in Office files from the Internet",Registry,,HKCU:\Software\Policies\Microsoft\Office\16.0\Word\Security,blockcontentexecutionfrominternet,,,,,,,0,
1073,"Office 2016 / Office 365","Microsoft Word: Disable Trust Bar Notification for unsigned application add-ins and block them",Registry,,HKCU:\software\policies\microsoft\office\16.0\word\security,notbpromptunsignedaddin,,,,,,,,
1084,"Office 2016 / Office 365","Microsoft Word: Do not open files from the Internet zone in Protected View",Registry,,HKCU:\software\policies\microsoft\office\16.0\word\security\protectedview,disableinternetfilesinpv,,,,,,,,
1085,"Office 2016 / Office 365","Microsoft Word: Do not open files in unsafe locations in Protected View",Registry,,HKCU:\software\policies\microsoft\office\16.0\word\security\protectedview,disableunsafelocationsinpv,,,,,,,,
321,"Office 2016 / Office 365","Microsoft Word: Don't update links",Registry,,HKCU:\Software\Microsoft\Office\16.0\Word\Options,DontUpdateLinks,,,,,,,0,
1295,"Office 2016 / Office 365","Microsoft Word: Dynamic Data Exchange",Registry,,HKCU:\software\policies\microsoft\office\16.0\word\security,allowdde,,,,,,,0,
1075,"Office 2016 / Office 365","Microsoft Word: File Block Settings: Set default file block behavior",Registry,,HKCU:\software\policies\microsoft\office\16.0\word\security\fileblock,openinprotectedview,,,,,,,,
1076,"Office 2016 / Office 365","Microsoft Word: File Block Settings: Word 2 and earlier binary documents and templates",Registry,,HKCU:\software\policies\microsoft\office\16.0\word\security\fileblock,word2files,,,,,,,,
1077,"Office 2016 / Office 365","Microsoft Word: File Block Settings: Word 2000 binary documents and templates",Registry,,HKCU:\software\policies\microsoft\office\16.0\word\security\fileblock,word2000files,,,,,,,,
1078,"Office 2016 / Office 365","Microsoft Word: File Block Settings: Word 2003 binary documents and templates",Registry,,HKCU:\software\policies\microsoft\office\16.0\word\security\fileblock,word2003files,,,,,,,,
1079,"Office 2016 / Office 365","Microsoft Word: File Block Settings: Word 2007 and later binary documents and templates",Registry,,HKCU:\software\policies\microsoft\office\16.0\word\security\fileblock,word2007files,,,,,,,,
1080,"Office 2016 / Office 365","Microsoft Word: File Block Settings: Word 6.0 binary documents and templates",Registry,,HKCU:\software\policies\microsoft\office\16.0\word\security\fileblock,word60files,,,,,,,,
